photoID,attribution
1567b,Linda Rowe
15679b,Eric Ensley
15678b,Eric Ensley
15677c,Stanley Ko
15677b,Eric Ensley
15676b,Eric Ensley
15675c,Jeannie Myers
15675b,Eric Ensley
15674c,Tea Gallela
15674b,Eric Ensley
15673c,Ann-Marie Keene
15673b,Eric Ensley
15672b,Eric Ensley
15671c,Ann-Marie Keene
15671b,Eric Ensley
15670b,Eric Ensley
15669c,Claudia Brelo
15669b,Eric Ensley
15668c,Kay Darrow
15668b,Eric Ensley
15667c,Linda Bridges
15667b,Janet Stromborg
15666b,Karin Dean
15665c,Linda Bridges
15665b,Karin Dean
15664b,Ann-Marie Keene
15663b,Karin Dean
15662b,Karin Dean
15661c,Jana Bohunkov�
15661b,Karin Dean
15660b,Francine Pilon
1565c,Tammy Young
1565b,Violet Gallery
15659c,Francine Pilon
15659b,Francine Pilon
15658b,Francine Pilon
15657b,Francine Pilon
15656c,Francine Pilon
15656b,Francine Pilon
15655c,Francine Pilon
15655b,Francine Pilon
15654c,Francine Pilon
15654b,Francine Pilon
15652b,Nancy Robitaille
15650b,Linda Rowe
15649b,Kay Darrow
15648b,Kay Darrow
15647c,Marjorie Bullard
15647b,Ann-Marie Keene
15646c,Fred C Hill
15646b,Tina Moreno
15645c,Fred C Hill
15645b,Fred C Hill
15644c,Ann-Marie Keene
15644b,Fred C Hill
15643b,Regan Gustafson
15642b,AVSA
15633b,Ivana Malovan�kov�
1562c,Kay Mitchell
1562b,Kpurplerose
1560c,Anatoly Skryabin
1560b,Janice Norton
155c,Hortense Pittman
155b,Fred C Hill
1559c,Neil Lipson
1559b,Monika Papezov�
1558c,Claudia Brelo
1558b,Marjorie Bullard
15583b,Mrs. Jessie Moore
1556c,Cheryl O^Connor
1556b,Monika Papezova
15568c,David Dick
15568b,Marjorie Bullard
1555b,Violet Gallery
1554c,Tea Gallela
1554b,Linda Rowe
15544b,David Dick
1553c,Donna Slaga
1553b,Janice Norton
1552b,Bluebird Greenhouse
15528b,Marjorie Bullard
15520b,Iris Keating
154b,Janice Norton
1548c,Marjorie Bullard
1548b,AVSA
15479b,Leo Lee
15444b,Dr Jeff Smith
15441b,Marjorie Bullard
1543c,Barbara Elkin
1543b,Sandy Weynand
15414b,Northern CA Council
15409c,Marjorie Bullard
15409b,Dr Jeff Smith
15401b,Judy Karcher
1539b,Sandy Weynand
15391b,Iris Keating
1538b,Barbara Elkin
15389c,Belinda Thibodeaux
15389b,Tatiana Omelchenko
15386b,Northern CA Council
15381b,Hortense Pittman
1536b,Linda Rowe
15365d,DJ Kesler
15365a,David Johnson
15363b,AVSA
15360c,Janice Norton
15360b,EvaBritta Thorssell
1535b,Iris Keating
15359c,TL Wong
15359b,Tea Gallela
15358c,EvaBritta Thorssell
15358b,Joan Baker
15357b,Tea Gallela
15355b,Linda Rowe
15353b,Hattie Baggett
15349c,Jeannie Myers
15349b,Lynda Berggren
15347c,Linda Rowe
15347b,Tea Gallela
15345b,Kay Darrow
15340b,Janet Stromborg
15338c,Donna Turner
15338b,Stanley Ko
15337b,Stanley Ko
15336b,Gene Fung
15335b,Nancy Robitaille
15334c,Nancy Robitaille
15334b,Nancy Robitaille
15333b,R.J. Miesemer
15332b,R.J. Miesemer
15331b,Ruth Coulson
1532b,Sandy Weynand
15329b,AVS of Queensland
15328b,Margaret Taylor
15325c,AVS of Queensland
15325b,Margaret Taylor
15324b,Pam/Keith Kennedy
15322b,Margaret Taylor
1531b,Barbara Elkin
15319b,Pam/Keith Kennedy
15318b,AVS of Queensland
15314b,Margaret Taylor
15312b,AVS of Queensland
15311b,Margaret Taylor
15309b,Pam/Keith Kennedy
15308b,Ruth Coulson
15307b,Ruth Coulson
15305b,Viv Kay
15304b,Pam/Keith Kennedy
15301b,AVS of Queensland
15297b,AVS of Queensland
15296b,AVS of Queensland
15295c,Ruth Coulson
15295b,Ruth Coulson
15294b,Ruth Coulson
15291b,Margaret Taylor
15290b,AVS of Queensland
15289b,Heinz Dornbusch
15288b,Heinz Dornbusch
15287b,Heinz Dornbusch
15286c,Linda Rowe
15286b,Christel Collier
15285c,Tea Gallela
15285b,Christel Collier
15284c,Linda Rowe
15284b,Heinz Dornbusch
15283b,Kerstin Nordfors
15281b,Ruth Coulson
15280b,Margaret Taylor
15279b,AVS of Queensland
15278b,Margaret Taylor
15277b,Heinz Dornbusch
15271c,AVS of Queensland
15271b,Margaret Taylor
15270c,Neil Lipson
15270b,Jana in Indiana
15269c,Margaret Taylor
15269b,Margaret Taylor
15268b,Ruth Coulson
15266b,AVS of Queensland
15265b,AVS of Queensland
15264b,Margaret Taylor
15263b,Margaret Taylor
15262b,Pam/Keith Kennedy
15261c,AVS of Queensland
15261b,Margaret Taylor
15260c,Ruth Coulson
15260b,Margaret Taylor
15259c,Linda Bridges
15259b,Debbie Yeager
15258c,George Maksim
15258b,Ann-Marie Keene
15257c,Jana Bohunkov�
15257b,Marjorie Bullard
15255c,David Dick
15255b,Ann-Marie Keene
15254c,Anne Rolecki
15254b,Ann-Marie Keene
15253b,Ann-Marie Keene
15252c,Tea Gallela
15252b,Ann-Marie Keene
15251c,Jana Bohunkov�
15251b,Marjorie Bullard
15250c,Jana Bohunkov�
15250b,Donna Slaga
1524b,AVSA
15249c,Neil Lipson
15249b,Linda Rowe
15248b,David Harris
15246b,Debra Jennings
15245b,Marjorie Bullard
15244b,Sky Cockrum
15243b,Kay Darrow
15241b,Irit Guttman
15240b,Irit Guttman
1523b,Barbara Elkin
15239b,Irit Guttman
15237b,Irit Guttman
15236b,Irit Guttman
15235b,Irit Guttman
15234b,Irit Guttman
15233b,Irit Guttman
15232b,Fay Wagman
15231c,Tea Gallela
15231b,Janet Stromborg
15230b,Serge Saliba
1522b,Barbara Elkin
15229b,Serge Saliba
15228c,Tea Gallela
15228b,Kent Stork
15227b,Tea Gallela
15226b,Dolores Harrington
15225c,Tea Gallela
15225b,Dolores Harrington
15224b,Tea Gallela
15223b,Alcie Maxwell
15222c,Stanley Ko
15222b,Eric Ensley
15221c,Jana in Indiana
15221b,Eric Ensley
15220c,Tea Gallela
15220b,Lynda Berggren
15219b,Svetlana Repkina
15218b,Svetlana Repkina
15217b,Svetlana Repkina
15216b,Svetlana Repkina
15215b,Svetlana Repkina
15214b,Svetlana Repkina
15213c,Svetlana Repkina
15213b,Svetlana Repkina
15212c,Svetlana Repkina
15212b,Svetlana Repkina
15211b,Svetlana Repkina
15210c,Svetlana Repkina
15210b,Svetlana Repkina
15209c,Svetlana Repkina
15209b,Svetlana Repkina
15208b,Svetlana Repkina
15207b,Svetlana Repkina
15206b,Svetlana Repkina
15205b,Svetlana Repkina
15204b,Svetlana Repkina
15203b,Svetlana Repkina
15202b,Svetlana Repkina
15201b,Svetlana Repkina
15200c,David Dick
15200b,Svetlana Repkina
151b,Joyce Myers
15199b,Janice Norton
15198b,Janice Norton
15197b,Janice Norton
15196b,Janet Stromborg
15194b,Cheryl Johnston
15193b,Paula Bal
15192b,Janice Norton
15191b,Janice Norton
15190b,Janice Norton
15189b,Violets4You
15187b,Dolores Harrington
15186c,Lynda Berggren
15186b,Tea Gallela
15185c,Jana in Indiana
15185b,Kent Stork
15184c,David Dick
15184b,Christel Collier
15183c,Linda Rowe
15183b,Jeremy Clark
15182c,Dr Jeff Smith
15182b,Dr Jeff Smith
15181c,Tea Gallela
15181b,Barb Werness
15180c,Monika Papezov�
15180b,Sherlene Jones
15179b,Sherlene Jones
15176c,Tea Gallela
15176b,Sherlene Jones
15175b,Sherlene Jones
15174b,Tammy Young
15173c,Lenny Winter
15173b,Ann McCoy
15172c,Neil Lipson
15172b,Joan Baker
15170b,Debbie Yeager
15169b,Marjorie Bullard
15168c,Neil Lipson
15168b,Ann-Marie Keene
15167c,Tea Gallela
15167b,Marjorie Bullard
15166c,Ann-Marie Keene
15166b,Marjorie Bullard
15165c,Tea Gallela
15165b,Marjorie Bullard
15164c,Jana in Indiana
15164b,Marjorie Bullard
15163c,Joe Bruns
15163b,Ann-Marie Keene
15162c,Lynda Berggren
15162b,Meredith Hall
15161b,Marjorie Bullard
15160c,David Dick
15160b,Marjorie Bullard
15159b,Marjorie Bullard
15158b,Janet Stromborg
15157c,Janet Stromborg
15157b,Janet Stromborg
15156b,Janet Stromborg
15155b,Janet Stromborg
15154c,Belinda Thibodeaux
15154b,Janet Stromborg
15153b,Janet Stromborg
15152b,Janet Stromborg
15151c,Deb Nitz
15151b,Janet Stromborg
15150b,R.J. Miesemer
1514b,Barbara Elkin
15148c,Joan Baker
15148b,Gene Fung
15147c,Ann-Marie Keene
15147b,George Maksim
15146c,Ann-Marie Keene
15146b,Neil Lipson
15145c,Jana Bohunkov�
15145b,Linda Rowe
15143c,Linda Bridges
15143b,Linda Bridges
15142c,Belinda Thibodeaux
15142b,Cindy Schott
15141c,Carolee Carter
15141b,Lynda Berggren
15140c,Donna Slaga
15140b,Jana Bohunkov�
15139b,Marjorie Bullard
15138c,David Dick
15138b,Tea Gallela
15137c,Zdenka Arientov�
15137b,Marjorie Bullard
15136b,Simona Vesel�
15135c,Tea Gallela
15135b,Simona Vesel�
15134c,Donna Turner
15134b,Neil Lipson
15133c,Lynda Berggren
15133b,Marjorie Bullard
15132c,Marjorie Bullard
15132b,Jana Bohunkov�
15131c,Joan Baker
15131b,Jana Bohunkov�
15130b,Jana Bohunkov�
1512b,Barbara Elkin
15129b,Stanley Ko
15128c,Tea Gallela
15128b,Stanley Ko
15127b,Stanley Ko
15126b,Stanley Ko
15125c,Kay Darrow
15125b,Joan Baker
15124b,Ann Heap
15123b,Kay Mitchell
15122c,Tea Gallela
15122b,Trudy Brekel
15121b,Dolores Harrington
15120b,Serge Saliba
15119b,Serge Saliba
15118b,Serge Saliba
15117b,Serge Saliba
15116b,Serge Saliba
15115b,Nancy Robitaille
15114b,Nancy Robitaille
15113b,Nancy Robitaille
15112c,Nancy Robitaille
15112b,Cl�ment Perreault
15111b,Nancy Robitaille
15110c,Nancy Robitaille
15110b,Nancy Robitaille
15109b,Nancy Robitaille
15107b,Nancy Robitaille
15106b,Nancy Robitaille
15105c,Nancy Robitaille
15105b,Nancy Robitaille
15104b,Nancy Robitaille
15103c,Nancy Robitaille
15103b,Nancy Robitaille
15102b,Nancy Robitaille
15101b,Nancy Robitaille
15100b,Nancy Robitaille
150b,Linda Rowe
15099b,Nancy Robitaille
15098c,Christel Collier
15098b,Dale Martens
15097c,Ann-Marie Keene
15097b,Janice Norton
15096c,Joan Baker
15096b,Marjorie Bullard
15095c,Marjorie Bullard
15095b,Lynda Berggren
15094c,Jana in Indiana
15094b,Christel Collier
15093c,Jana in Indiana
15093b,EvaBritta Thorssell
15092c,Jana in Indiana
15092b,Joan Baker
1508c,June Fallaw
1508b,Terry Studer
15089c,Marjorie Bullard
15089b,Marjorie Bullard
15088b,Marjorie Bullard
15087c,Marjorie Bullard
15087b,Joan Baker
15086c,Joan Baker
15086b,Marjorie Bullard
15085c,Joan Baker
15085b,Marjorie Bullard
15084b,Marjorie Bullard
15083c,Tea Gallela
15083b,Christel Collier
15082c,Drew^s Violets
15082b,Tea Gallela
15081c,Tea Gallela
15081b,Marjorie Bullard
15080c,Tea Gallela
15080b,Christel Collier
1507b,Hortense Pittman
15079b,Leonard Re
15077b,Tea Gallela
15076b,Meredith Hall
15075c,Marjorie Bullard
15075b,Meredith Hall
15074b,Marjorie Bullard
15073c,Tea Gallela
15073b,Marjorie Bullard
15072c,Marjorie Bullard
15072b,Joan Baker
15071b,Marjorie Bullard
15070c,Jana in Indiana
15070b,Marjorie Bullard
15069c,Marjorie Bullard
15069b,Marjorie Bullard
15068b,Marjorie Bullard
15067c,Joan Messer
15067b,Winston J Goretsky
15066b,Winston J Goretsky
15065c,Jeannie Myers
15065b,Stanley Ko
15064b,Stanley Ko
15063b,Stanley Ko
15062b,Stanley Ko
15061c,Donna Slaga
15061b,Travis Davis
15060b,Igor Milekhin
15059b,Igor Milekhin
15058b,Aleksey Kolodezhny
15057c,Aleksey Kolodezhny
15057b,EvaBritta Thorssell
15056c,Darlene Allen
15056b,AVS of Queensland
15055c,Linda Rowe
15055b,Tatiana Omelchenko
15054c,Christel Collier
15054b,Joan Baker
15052c,Linda Rowe
15052b,Ksenia Dudareva
15051c,Belinda Thibodeaux
15051b,Aleksey Kolodezhny
15049c,Tatiana Omelchenko
15049b,EvaBritta Thorssell
15048b,Ksenia Dudareva
15046c,Aleksey Kolodezhny
15046b,Ksenia Dudareva
15044c,Aleksey Kolodezhny
15044b,Belinda Thibodeaux
15041c,Tea Gallela
15041b,Ksenia Dudareva
15039c,Belinda Thibodeaux
15039b,Gennady Komkov
15038b,Linda Rowe
15036b,Linda Rowe
15035c,Belinda Thibodeaux
15035b,Aleksey Kolodezhny
15034c,Vladimir Kalgin
15034b,Linda Rowe
15033b,Marjorie Bullard
15032b,Linda Nesvacil
15030b,Ksenia Dudareva
15029b,Drew^s Violets
15028b,Sergey Sarychev
15026c,Christel Collier
15026b,Belinda Thibodeaux
15025b,Gennady Komkov
15024c,Gennady Komkov
15024b,Joan Baker
15022b,Gennady Komkov
15021c,Sergey Sarychev
15021b,Joan Baker
15020b,EvaBritta Thorssell
15018c,Drew^s Violets
15018b,Ksenia Dudareva
15016c,Christel Collier
15016b,Nancy Braun
15015b,Ksenia Dudareva
15014b,Joan Baker
15013b,Nancy Robitaille
15012b,Winston J Goretsky
15011c,Kerstin Nordfors
15011b,Marjorie Bullard
15010c,Barb Werness
15010b,Barb Werness
1500c,Iris Keating
1500b,AVSA
15009c,Joan Baker
15009b,Barb Werness
15008c,Robert Albro
15008b,Pat Addison
15007c,Tea Gallela
15007b,Joan Baker
15006c,Aleksey Kolodezhny
15006b,Sergey Sarychev
15005b,Marjorie Bullard
15003b,Joan Baker
15002c,Tea Gallela
15002b,Marjorie Bullard
15001b,EvaBritta Thorssell
15000c,Gennady Komkov
15000b,EvaBritta Thorssell
14c,Marjorie Bullard
14b,Marie Flotterud
14999b,EvaBritta Thorssell
14997c,Aleksey Kolodezhny
14997b,EvaBritta Thorssell
14996b,Aleksey Kolodezhny
14995c,Kerstin Nordfors
14995b,Aleksey Kolodezhny
14994c,Bernadine Poulsen
14994b,EvaBritta Thorssell
14993c,Linda Rowe
14993b,EvaBritta Thorssell
14991c,Joan Baker
14991b,EvaBritta Thorssell
1498c,Anatoly Skryabin
1498b,Elenetta Marshall
14988c,Belinda Thibodeaux
14988b,Steve Covolo
14987c,Donna Slaga
14987b,Ksenia Dudareva
14986b,EvaBritta Thorssell
14985c,EvaBritta Thorssell
14985b,Linda Rowe
14984c,Linda Rowe
14984b,Belinda Thibodeaux
14983c,Belinda Thibodeaux
14983b,Belinda Thibodeaux
14982c,Eva P�nkov�
14982b,Marjorie Bullard
14981c,EvaBritta Thorssell
14981b,Jana in Indiana
14980c,Belinda Thibodeaux
14980b,Joan Messer
14979c,David Dick
14979b,EvaBritta Thorssell
14978c,Marjorie Bullard
14978b,Aleksey Kolodezhny
14977c,Vladimir Kalgin
14977b,Diane Best
14974b,Tatiana Omelchenko
14973b,Linda Rowe
14972c,Drew^s Violets
14972b,Belinda Thibodeaux
14971b,Kay Mitchell
14970c,Martha Coleman
14970b,Martha Coleman
1496b,Iris Keating
14969b,Marjorie Bullard
14968b,Linda Rowe
14967c,Karen Low
14967b,Helen Williams
14966c,Zdenka Arientov�
14966b,EvaBritta Thorssell
14965c,Linda Rowe
14965b,Paul Sorano
14964c,Tea Gallela
14964b,Marjorie Bullard
14963c,Marjorie Bullard
14963b,Tea Gallela
14962c,EvaBritta Thorssell
14962b,Marjorie Bullard
14961c,Belinda Thibodeaux
14961b,Belinda Thibodeaux
14959c,David Dick
14959b,Belinda Thibodeaux
14958c,Tea Gallela
14958b,Christel Collier
14957c,Tea Gallela
14957b,Donna Slaga
14956c,Joan Baker
14956b,Donna Slaga
14955c,Christel Collier
14955b,Marjorie Bullard
14954c,Belinda Thibodeaux
14954b,Linda Bridges
14953c,Linda Rowe
14953b,Tatiana Omelchenko
14952c,Joan Baker
14952b,Marjorie Bullard
14951c,Aleksey Kolodezhny
14951b,Paul Sorano
14950c,Lenny Winter
14950b,Tetyana Shevchenko
14949c,Larisa Chernyshova
14949b,Marjorie Bullard
14948c,Joan Baker
14948b,Linda Rowe
14947c,Christel Collier
14947b,Linda Rowe
14946c,Paul Sorano
14946b,Joan Baker
14945c,Tea Gallela
14945b,Marjorie Bullard
14944c,Marjorie Bullard
14944b,Joan Baker
14942c,Tea Gallela
14942b,Lynda Berggren
14941c,Christel Collier
14941b,Neil Lipson
14940c,Gennady Komkov
14940b,Tatiana Omelchenko
14939c,Peggy Barber
14939b,Marjorie Bullard
14938c,Christel Collier
14938b,Marjorie Bullard
14937c,Belinda Thibodeaux
14937b,Belinda Thibodeaux
14936c,Tea Gallela
14936b,Tena Painter
14935c,Donna Slaga
14935b,Belinda Thibodeaux
14934c,Belinda Thibodeaux
14934b,Hiroko Endo
14933c,Joan Baker
14933b,Sady Garcia
14932c,Barb Werness
14932b,Bill Daniels
14931b,Jana in Indiana
14929c,Toma Kalpak
14929b,Joan Baker
14928b,Diane Best
14926c,Tea Gallela
14926b,Ksenia Dudareva
14924c,Marjorie Bullard
14924b,Trina Smith
14923c,Aleksey Kolodezhny
14923b,Larisa Chernyshova
14921c,Donna Turner
14921b,Drew^s Violets
1491b,Nancy Robitaille
14918c,Neil Lipson
14918b,Ksenia Dudareva
14917b,Meredith Hall
14916b,Meredith Hall
14915c,Marjorie Bullard
14915b,Meredith Hall
14914b,Meredith Hall
14913b,Meredith Hall
14912c,Judi DuPont
14912b,Art Williams
14911c,Marjorie Bullard
14911b,Tatiana Omelchenko
14910c,Marjorie Bullard
14910b,Marjorie Bullard
14909c,David Dick
14909b,Marjorie Bullard
14907c,Marjorie Bullard
14907b,Ann-Marie Keene
14906b,Neil Lipson
14904c,Darryl Hoover
14904b,Tia Combs
14903c,Neil Lipson
14903b,Lenny Winter
14902c,Lenka Vitov�
14902b,Magdalena Jarzembinska
14901c,Linda Rowe
14901b,Janet Stromborg
14900c,Sky Cockrum
14900b,Janet Stromborg
1489b,AVSA
14899c,Linda Rowe
14899b,Michelle Duman
14898b,Tea Gallela
14897b,Christel Collier
14894b,Diane Best
14893b,Joan Messer
14892c,Joan Messer
14892b,David Dick
14891c,Fred C Hill
14891b,Tea Gallela
14890c,David Dick
14890b,Janet Stromborg
14889b,Nancy Schoepflin
14888b,Shantel Garcia
14884c,Heinz Dornbusch
14884b,Heinz Dornbusch
14883b,Heinz Dornbusch
14882c,Belinda Thibodeaux
14882b,Joan Baker
14881c,Joan Baker
14881b,Heinz Dornbusch
14880b,Heinz Dornbusch
14879c,Trina Smith
14879b,Heinz Dornbusch
14878c,Linda Rowe
14878b,Heinz Dornbusch
14877c,Heinz Dornbusch
14877b,Trina Smith
14876b,Heinz Dornbusch
14875c,Tea Gallela
14875b,Robert Albro
14874c,Donna Turner
14874b,Robert Albro
14873c,Linda Rowe
14873b,Marjorie Bullard
14872b,Marjorie Bullard
14871c,Joan Baker
14871b,Marjorie Bullard
14870c,Linda Rowe
14870b,Marjorie Bullard
14869b,Viv Kay
14868b,AVS of Queensland
14867c,Ruth Coulson
14867b,AVS of Queensland
14866b,AVS of Queensland
14864b,Margaret Taylor
14863b,AVS of Queensland
14862b,AVS of Queensland
14861c,Ruth Coulson
14861b,Margaret Taylor
14860b,Viv Kay
1485b,Iris Keating
14859c,AVS of Queensland
14859b,Margaret Taylor
14858c,Ruth Coulson
14858b,AVS of Queensland
14857c,Margaret Taylor
14857b,Margaret Taylor
14856b,Margaret Taylor
14855c,Margaret Taylor
14855b,Viv Kay
14854b,Viv Kay
14853b,Margaret Taylor
14851c,Joan Baker
14851b,Joan Baker
14849c,Marjorie Bullard
14849b,Cl�ment Perreault
14847b,Linda Rowe
14844c,Belinda Thibodeaux
14844b,David Dick
14841b,Linda Rowe
14837c,Marjorie Bullard
14837b,Peggy Barber
14835c,Joan Baker
14835b,Joan Baker
14834c,Larisa Chernyshova
14834b,Marjorie Bullard
14833c,Tea Gallela
14833b,Christel Collier
14832c,Neil Lipson
14832b,Ann-Marie Keene
14831c,Aleksey Kolodezhny
14831b,Belinda Thibodeaux
14829c,Eric Ensley
14829b,Christel Collier
14828c,Marjorie Bullard
14828b,Lynda Berggren
14827c,Ann-Marie Keene
14827b,Belinda Thibodeaux
14826c,Christel Collier
14826b,Marjorie Bullard
14824c,Jana Bohunkov�
14824b,Linda Rowe
14823c,Maria Storozhuk
14823b,Stanley Ko
14822c,Neil Lipson
14822b,Lynda Berggren
14821c,Jana Bohunkov�
14821b,Joan Baker
14820c,Claudia Brelo
14820b,Marjorie Bullard
14819c,Donna Turner
14819b,Robert Albro
14818c,Jana Bohunkov�
14818b,Linda Nesvacil
14817c,Violets4You
14817b,Belinda Thibodeaux
14816c,David Dick
14816b,Zdenka Arientov�
14815c,Nancy Braun
14815b,Nancy Braun
14814c,Maria Storozhuk
14814b,Janice Norton
14813b,Marjorie Bullard
14811c,Andrea Worrell
14811b,Ann McCoy
14810c,Christel Collier
14810b,Dolores Harrington
14809c,Christel Collier
14809b,Dolores Harrington
14808b,Jana in Indiana
14807c,Marjorie Bullard
14807b,Sharon Holtzman
14806b,Sharon Holtzman
14805b,Marjorie Bullard
14804c,Marjorie Bullard
14804b,Sharon Holtzman
14803c,Sharon Holtzman
14803b,Marjorie Bullard
14802c,Kay Mitchell
14802b,Sharon Holtzman
14801b,Marjorie Bullard
1479c,Iris Keating
1479b,Bob Lombard
14799b,Marjorie Bullard
14798c,Joan Baker
14798b,Joan Baker
14797c,Linda Rowe
14797b,Marjorie Bullard
14796c,Donna Slaga
14796b,Kay Mitchell
14795c,Marjorie Bullard
14795b,Christel Collier
14794c,Sharon Holtzman
14794b,Marjorie Bullard
14793c,Tea Gallela
14793b,Sharon Holtzman
14792c,Marjorie Bullard
14792b,Sharon Holtzman
14791c,Marjorie Bullard
14791b,Sharon Holtzman
14790c,Sharon Holtzman
14790b,Marjorie Bullard
14789b,Stanley Ko
14788b,Stanley Ko
14787b,Stanley Ko
14786b,Stanley Ko
14785c,Tea Gallela
14785b,Pat Addison
14784c,Tea Gallela
14784b,Pat Addison
14783b,Pat Addison
14782c,Nancy Robitaille
14782b,Ann-Marie Keene
14781b,Marjorie Bullard
14780c,Janet Stromborg
14780b,Janet Stromborg
14779b,Janet Stromborg
14778c,Cindy Schott
14778b,Dolores Harrington
14777c,Sue-Zin Lin
14777b,Sue-Zin Lin
14776c,Meredith Hall
14776b,Marjorie Bullard
14775c,Joan Baker
14775b,Robert Albro
14774b,Lynn Canning
14769c,Tea Gallela
14769b,Marjorie Bullard
14768c,Marjorie Bullard
14768b,Robin J. Rayburn
14767c,Ann-Marie Keene
14767b,Marjorie Bullard
14766c,Anneli Hvass
14766b,Trina Smith
14765c,Joan Baker
14765b,Christel Collier
14764c,Linda Rowe
14764b,Joyce Myers
14763c,Linda Rowe
14763b,Marjorie Bullard
14762c,Joan Messer
14762b,Karen Burgett
14761c,Joan Baker
14761b,Linda Bridges
14760c,Jana Bohunkov�
14760b,Debbie Yeager
14759c,Hattie Baggett
14759b,Larisa Chernyshova
14758c,Violets4You
14758b,Marjorie Bullard
14757b,Larisa Chernyshova
14756c,Marjorie Bullard
14756b,Christel Collier
14755c,Donna Slaga
14755b,Marjorie Bullard
14754c,Linda Rowe
14754b,Jana Bohunkov�
14753c,Donna Slaga
14753b,Belinda Thibodeaux
14752c,EvaBritta Thorssell
14752b,Linda Rowe
14751b,Jana Bohunkov�
14750c,Christel Collier
14750b,Marjorie Bullard
14749c,Jeannie Myers
14749b,Joan Baker
14748c,Robert Albro
14748b,Fay Wagman
14747c,Marjorie Bullard
14747b,Sady Garcia
14746c,Marjorie Bullard
14746b,Marjorie Bullard
14745b,Marjorie Bullard
14744c,Stanley Ko
14744b,Belinda Thibodeaux
14743c,Alcie Maxwell
14743b,Sady Garcia
14742b,Janine Epperly
14741b,Simona Vesel�
14740c,Simona Vesel�
14740b,Diane Best
1473b,Duane Champion
14739c,Janet Stromborg
14739b,Ann-Marie Keene
14738c,Diane Best
14738b,Nancy Braun
14737c,Lynda Berggren
14737b,Nancy Braun
14735c,Jana in Indiana
14735b,Dolores Harrington
14734c,Tea Gallela
14734b,Dolores Harrington
14733c,Diane Best
14733b,Yvonne Lambert
14730b,Stanley Ko
14729b,Stanley Ko
14728b,Joan Baker
14727c,Joan Baker
14727b,Christel Collier
14726c,David Dick
14726b,Barb Werness
14724b,Winston J Goretsky
14723b,Marjorie Bullard
14720c,Janice Norton
14720b,Pat Hancock
1471b,Frank Burton
14716c,Phyllis King
14716b,Marjorie Bullard
14715c,Jana in Indiana
14715b,Christel Collier
14714b,EvaBritta Thorssell
14713b,Janice Norton
14712b,Janice Norton
14711c,Neil Lipson
14711b,Christine Leppard
14710b,Janice Norton
14709c,Christel Collier
14709b,Janice Norton
14708b,Janice Norton
14707b,M Reavis Violet Reflections
14706b,Janice Norton
14705b,Joan Messer
14704c,Simona Vesel�
14704b,Lynda Berggren
14703c,Linda Rowe
14703b,Violets4You
14702c,Belinda Thibodeaux
14702b,Linda Bridges
14701c,Debbie Yeager
14701b,Tea Gallela
14700b,Linda Rowe
14699c,Kay Darrow
14699b,G.T. Smith
14698c,Marjorie Bullard
14698b,Christel Collier
14695b,Marjorie Bullard
14694b,Marjorie Bullard
14693c,Marjorie Bullard
14693b,Marjorie Bullard
14692b,Marjorie Bullard
14691c,Tea Gallela
14691b,Joan Baker
14690b,Barb Werness
1468b,Anatoly Skryabin
14688b,Marjorie Bullard
14687c,Marjorie Bullard
14687b,Marjorie Bullard
14685b,Marjorie Bullard
14684c,Linda Rowe
14684b,Marjorie Bullard
14683c,Christel Collier
14683b,Marjorie Bullard
14682b,Marjorie Bullard
14681b,Marjorie Bullard
14680b,Marjorie Bullard
14678b,Marjorie Bullard
14677c,Cindy Schott
14677b,Marjorie Bullard
14676b,Marjorie Bullard
14675c,Ann-Marie Keene
14675b,Marjorie Bullard
14674c,Lynda Berggren
14674b,Marjorie Bullard
14673b,Marjorie Bullard
14672c,Henry Russell
14672b,Henry Russell
14671c,Cheryl Stevens
14671b,Marjorie Bullard
14670b,Jana in Indiana
14669b,Pat Hancock
14668c,Neil Lipson
14668b,Janice Norton
